"UCTAt1.2_S4_trimmed53_len_filtered_counts","UCTBt1.2_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t14_S1_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t14_S2_trimmed53_len_filtered_counts","u2os_trex2a_t21_S4_trimmed53_len_filtered_counts","u2os_trex2b_t21_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t28_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t28_S6_trimmed53_len_filtered_counts"
4750,165,104,24,4938,167,431,5
4,3,18,21,1,2,11,3
498,7,45,10,162,170,9,6
125,321,36,51,204,393,26,159
346,816,37,15,605,3,64,6
158,558,71,105,830,1072,24,102
112,779,215,63,2340,266,211,73
2,5,114,10,254,1,25,5
4,1053,102,23,867,100,25,1
1037,454,63,155,346,1353,19,181
1,751,2,9,1,399,4,22
320,580,22,19,398,3,58,8
1692,471,84,110,634,1439,34,99
2,89,6,29,147,32,5,3
2823,474,37,27,595,74,19,7
4,1859,222,14,2659,106,206,5
114,575,7,6,102,2,7,2
1308,9,126,18,1251,2,58,7
461,9,112,60,541,609,26,67
3,1,154,7,2221,99,399,4
311,4,66,9,1476,2,109,6
187,852,279,131,3018,1444,170,101
2686,2,158,5,251,53,8,6
1006,1996,311,146,4383,806,285,36
896,2,83,31,184,627,11,160
338,3,23,40,3,151,9,3
4970,12,151,25,3073,10,189,5
441,2,125,60,1794,275,42,7
1263,591,31,42,495,54,12,6
1045,6,2,1,1,1,1,1
952,2,54,13,122,186,13,4
1724,707,26,30,186,528,18,56
125,1871,68,22,7,311,21,3
1116,381,79,100,410,1064,17,110
87,16,32,54,848,752,142,79
3,732,29,6,419,1,9,2
1,717,130,8,957,4,75,3
629,199,148,202,1015,1139,62,208
198,4,69,14,376,30,20,1
198,557,10,19,18,2,7,4
2,1499,9,25,107,256,16,7
47,1,20,7,40,3,13,7
1388,6,21,34,99,100,6,1
5,2,39,5,584,1,47,3
1179,4,22,4,158,2,8,2
340,1800,208,81,2158,481,134,4
1,1,27,19,552,120,25,2
410,527,39,6,101,3,8,4
3,666,91,48,2338,411,234,226
260,2,13,16,10,3,23,13
3,215,13,37,1,142,13,36
3,6,40,37,409,380,22,3
140,1,65,42,2,544,3,8
6,2228,34,15,97,91,13,4
1,1457,189,14,1444,202,46,1
240,2372,64,220,472,4514,24,544
4,3,57,8,428,7,51,3
1333,688,71,33,2124,136,166,9
19,171,31,3,150,3,16,3
1,603,13,23,46,32,23,1
221,787,46,17,192,103,17,14
164,144,67,5,41,3,15,10
680,688,94,39,468,346,50,5
35,433,201,11,2777,5,74,5
2,217,77,12,262,1,33,1
1104,8,125,29,677,218,28,10
81,4,103,32,1560,1,131,2
83,215,60,34,1083,8,49,6
313,4,48,32,648,958,27,15
354,389,18,27,486,38,15,6
3105,3,35,168,152,2779,21,819
29,49,23,17,298,17,39,4
958,1220,88,43,465,171,21,5
913,285,3,4,1,74,11,1
1055,1308,109,39,575,913,30,57
2,218,33,19,62,105,7,2
1,1116,32,26,91,603,12,85
2,882,10,5,1,5,1,1
1,11,92,20,1100,78,65,1
1,284,20,9,475,2,11,3
74,909,55,13,102,2,21,6
130,5,10,20,17,3,16,6
2,5,14,8,147,1,8,3
82,1196,66,114,448,481,25,102
52,1142,3,48,1,521,1,69
2,627,6,88,281,553,33,3
1,4,1,3,27,2,9,2
1,2,2,4,1,1,2,3
1,1,2,4,1,1,12,7
3,1199,4,4,2,2,6,1
1831,100,307,384,1570,5105,44,500
218,53,32,7,1,1,15,3
96,392,165,20,783,76,36,6
283,2117,25,20,197,3,21,1
1522,660,84,5,832,182,18,4
5,934,59,9,363,1,20,6
878,678,30,7,981,21,56,2
144,381,60,8,728,1,18,5
1,1,3,5,1,3,3,1
1,339,28,16,258,226,11,1
1,1,4,19,2,445,10,69
3,997,51,2,10,1,6,3
2,280,30,2,120,1,7,1
2,254,79,9,866,78,73,1
1,2,1,1,5,1,6,6
805,1173,20,141,134,1167,18,241
4,2,34,6,273,1,28,4
7,1520,58,31,1691,100,93,5
3,1,3,1,1,1,2,1
434,3,113,7,587,1,27,1
75,976,89,130,845,1580,41,218
6,281,352,22,3269,1,245,5
375,857,20,17,205,1,12,2
793,249,5,13,1,110,3,2
2,1,32,39,53,990,13,2
49,260,7,154,2,805,7,2
1,575,105,42,980,319,44,8
573,719,37,14,308,344,11,4
80,2712,406,36,11624,310,1479,20
2,1,4,4,5,1,18,3
643,1,3,6,3,2,7,1
3,3,11,9,359,3,12,4
91,4,79,32,1233,11,59,8
2,6,80,32,1826,84,220,4
376,1,13,2,116,1,6,1
26,1,1,1,1,1,2,1
67,1,4,11,4,1,1,4
189,264,61,1,294,1,2,1
341,2,10,6,193,1,19,5
4,9,6,54,117,130,34,5
197,1373,23,13,826,1,101,6
1622,4,6,6,434,1,78,4
25,1468,95,19,1726,19,72,1
1,1736,4,130,2,567,8,16
343,349,219,346,2222,2757,158,417
2062,2,57,5,70,203,12,29
36,88,56,6,456,1,55,4
96,178,26,422,145,9896,17,1503
187,5,23,7,118,2,16,3
1822,1119,3,4,1,17,7,7
565,4,198,94,1786,646,96,44
3,4,28,23,103,621,9,93
1,1,7,48,182,342,13,1
1,82,4,9,3,2,7,1
1242,224,73,134,598,2891,52,334
14,828,4,8,127,49,5,2
1,527,6,1,42,4,7,1
108,1,9,9,251,1,6,1
143,5,24,4,38,4,6,1
907,3,10,2,373,1,3,1
1,990,11,36,1,311,16,50
1300,384,169,6,1858,1,12,2
41,1,25,10,34,68,16,2
293,2,89,14,1986,1,392,4
107,178,82,11,555,218,27,1
1317,902,86,153,1919,450,144,3
201,420,4,5,1,2,7,4
626,1172,167,37,1837,119,98,32
354,3,2,12,2,40,1,2
1586,475,65,31,599,160,32,2
7114,481,313,70,7505,683,660,41
51,130,107,41,239,430,11,101
798,1,4,27,2,149,5,6
1,3,27,18,117,1,5,1
4,442,12,19,2,48,13,8
1,398,41,152,522,1802,26,291
1468,1335,205,7,1819,46,59,1
1,2,90,16,1016,13,61,2
422,464,176,134,1285,1310,31,37
37,1684,175,227,1516,3282,72,319
1,3,7,6,1,2,7,5
178,111,104,102,1381,906,149,33
2004,798,149,38,1743,212,100,1
8,2,80,30,40,78,19,5
499,2,1,24,2,217,3,1
409,174,73,50,571,115,17,4
132,236,8,26,2,195,7,2
1363,1546,122,103,721,510,54,53
747,1325,41,139,235,656,12,6
899,379,104,21,758,17,56,8
1,179,78,22,4515,87,702,7
2,1,1,3,1,4,5,1
11,2593,22,63,14,381,1,1
2,1,39,38,480,150,40,43
1,2,25,16,1,25,2,2
5,1,33,52,117,287,10,4
165,1,14,2,1,1,8,1
1,6,42,15,44,25,9,2
173,1428,53,9,463,1,25,6
23,3,18,6,8,29,8,1
1,4,55,5,309,98,3,2
5,2,150,11,988,2,83,3
518,862,11,69,691,455,18,32
74,872,4,3,2,2,4,1
298,2,48,19,678,1,17,1
194,776,38,21,395,6,43,48
2108,751,17,55,40,843,13,85
7,1331,47,18,3,11,28,3
424,1,166,145,1589,825,75,45
276,2,39,39,15,102,21,3
1596,116,81,43,1008,1543,28,193
2249,1,30,37,163,78,9,2
2,3,3,11,3,5,8,1
1,2,19,11,1,3,6,1
31,1,39,11,47,2,14,7
84,1005,214,19,760,350,29,8
31,623,15,4,1,2,6,3
1556,1172,69,30,769,312,40,139
1105,296,103,8,2998,45,280,7
119,1,39,5,216,20,10,1
9839,1338,20,80,95,539,25,7
234,1,24,87,111,794,16,113
3,162,45,57,882,129,41,3
158,2342,103,10,975,38,109,10
2094,2219,587,34,7821,117,1090,19
6759,5,167,137,4430,928,246,43
256,2,292,27,3587,128,309,50
3,8,1,3,3,1,9,1
4,1,6,148,38,1738,12,163
1805,61,2,2,1,1,7,2
1,626,11,16,161,3,23,4
5,1160,37,87,202,1296,21,460
1,504,37,18,449,17,36,5
2107,185,224,8,1568,2,127,4
64,635,143,48,4073,198,210,5
44,211,103,7,2341,7,202,7
1101,186,72,65,1012,236,59,6
15,3,130,11,1804,3,125,7
17,270,114,4,1666,1,85,3
981,868,4,24,53,33,2,1
8200,160,33,255,2051,1834,221,490
593,1231,80,11,486,3,17,6
1570,41,8,44,5,101,14,1
1,6,52,2,247,1,13,1
115,3,54,65,536,181,27,34
377,59,67,135,153,1212,22,155
97,18,7,105,174,749,34,96
13,434,45,91,181,336,24,8
2,3,3,9,2,1,6,1
3,1,104,100,362,1184,34,255
66,2,7,5,3,1,5,2
91,1,4,41,75,42,20,6
134,4,61,5,1304,2,130,2
862,5,14,27,8,84,10,3
1,3,17,36,2,127,7,6
1,137,4,30,4,146,11,3
597,1230,286,7,5586,23,998,12
1,7,76,22,409,45,24,2
313,384,38,39,256,328,12,15
6583,7,121,13,1815,4,253,4
4,1,5,3,144,3,14,6
163,80,12,36,8,101,17,4
2,1,35,41,140,73,10,1
264,2,68,530,671,12489,81,1969
30,36,42,11,290,1,14,1
240,800,5,21,69,2,19,3
3713,1514,70,12,1740,7,146,6
15,1881,8,29,464,31,8,2
5,2,31,20,357,1,7,3
55,401,253,6,2616,2,146,5
562,1,49,12,1469,5,131,8
62,367,29,25,56,2,15,2
2,172,9,31,5,232,13,75
7,881,48,15,354,124,9,3
63,1870,49,95,264,155,57,13
453,638,8,17,1,1,1,1
22,278,49,91,238,510,16,53
1635,2675,83,41,408,164,24,53
2563,933,12,261,64,1517,14,49
808,2551,56,33,266,82,39,3
102,821,107,19,668,137,42,6
284,181,16,17,3,434,17,44
5,478,72,8,636,40,65,1
11,3,13,9,6,1,7,2
7,4,157,5,1587,2,253,2
3,1,132,6,1109,1,47,3
2065,499,198,39,2195,8,74,3
2638,5,25,5,345,2,22,2
96,2,42,21,4,358,10,2
1,333,67,7,1787,64,85,6
928,5558,19,28,371,78,16,6
155,2,19,9,46,1,15,11
660,53,48,14,425,28,8,10
337,122,233,67,3040,715,127,39
2,159,44,36,320,179,23,6
48,168,80,131,1767,3323,114,276
2397,497,215,162,1576,751,62,64
201,439,6,11,12,3,8,3
1,2,5,5,4,4,8,3
24,62,7,16,6,34,15,1
1844,2129,105,158,1159,1775,25,156
127,226,2,91,5,798,8,67
1,2,59,19,859,88,105,4
1,171,279,21,5784,610,754,10
486,179,25,101,86,1162,14,181
854,748,28,20,240,233,11,1
1996,53,13,24,280,16,12,1
2353,1,10,1,28,1,10,1
5,2700,88,135,597,780,22,44
1,5,52,11,179,12,6,2
1,1,4,3,1,1,7,2
519,833,12,25,206,167,9,4
564,4,145,21,1742,91,139,7
56,5,16,16,253,31,34,4
6517,424,70,112,62,695,13,100
445,2,22,55,75,543,10,93
2,499,24,36,1,259,13,45
2,1,11,9,681,1,27,1
17,2466,1,2,3,3,4,6
2,8,24,26,925,125,74,2
1,1,5,1,1,1,6,4
273,306,55,33,428,2,22,5
24,3,16,5,1,1,10,4
435,780,139,19,606,49,29,4
1,1371,170,18,1492,9,176,7
170,1312,18,17,471,94,50,4
25,396,6,210,2,3760,12,628
84,511,51,48,159,341,13,170
1,1,5,11,2,4,9,4
90,414,5,19,17,206,9,1
3099,2,5,2,1,1,3,1
2,1501,79,18,40,4,38,6
1016,2,44,6,149,6,7,4
42,87,76,67,369,246,29,10
1682,273,234,64,5905,550,550,192
1317,479,111,246,642,2070,66,79
266,336,112,33,1333,10,56,2
1187,109,281,73,4513,980,365,172
543,151,155,22,1339,1,40,2
450,376,10,58,247,133,40,3
5,7,5,11,5,296,23,57
3,1464,2,8,1,1,20,3
280,267,44,22,517,7,37,7
1151,2,36,45,248,46,17,1
1679,90,114,145,2184,517,156,13
352,4,41,16,1190,19,53,6
4942,1016,148,107,3219,2173,247,150
7141,11,234,97,5771,1579,552,58
930,1635,414,13,8868,3,999,17
179,7,20,9,22,1,18,1
1198,412,7,37,13,1,15,8
628,96,109,115,76,1062,27,107
345,1999,174,90,1138,432,79,51
4,1687,100,70,1186,722,143,13
1699,1047,123,62,607,779,44,47
433,1194,78,36,281,253,30,9
749,3318,45,361,345,3211,31,327
6,1035,56,91,994,401,55,132
96,6,73,67,1306,282,214,10
3,3,2,1,2,1,6,1
8862,1459,85,230,1974,1861,108,174
81,1102,3,83,10,1962,27,109
1858,2953,657,219,12207,1297,2213,132
1030,3353,82,216,627,1508,28,31
2,495,135,133,1597,1969,119,9
5,1,50,33,412,1,45,2
2,1589,19,109,30,936,23,157
4228,2055,106,91,755,143,78,3
106,744,113,48,163,72,27,2
709,1612,88,64,996,599,24,178
198,4,68,11,315,71,26,6
10592,1308,442,199,4726,1807,272,294
1436,790,70,86,37,770,24,2
757,19,15,44,128,62,26,6
5314,1096,95,65,853,203,70,8
198,785,36,52,134,317,12,44
20,1047,127,6,536,1,20,2
279,2872,40,4,538,1,83,4
299,1707,174,275,1671,4654,121,645
37,177,88,27,571,387,61,49
564,3,148,84,548,644,85,74
5,193,44,52,252,127,39,12
608,737,188,82,1735,672,87,5
1558,3,44,17,368,182,28,17
424,260,29,9,1,135,21,3
432,5,192,47,588,245,35,6
14690,262,696,261,8571,2166,958,300
136,854,178,101,2461,1401,210,106
114,352,31,72,606,77,30,43
1790,1191,10,9,842,1,9,2
1477,2046,55,14,168,2,63,10
820,37,28,87,4,972,35,64
392,1164,78,34,984,8,167,2
1065,1097,77,112,977,561,105,151
1401,982,106,194,879,3932,97,635
1740,321,20,168,287,1074,12,30
307,699,20,126,19,1812,20,94
1,4,38,5,846,75,114,5
596,292,103,80,405,349,63,64
1,258,16,25,80,1,20,1
1605,57,69,276,251,6108,43,1014
678,1512,739,18,11568,180,1040,50
106,1251,21,20,13,40,9,1
6,2292,160,79,953,402,38,74
677,6,8,6,4,2,18,2
69,3951,30,94,128,258,42,13
1502,801,12,62,7,279,23,4
1,10,7,9,2,2,14,4
450,6,104,141,3134,705,312,141
373,240,8,7,2,4,21,2
3750,720,57,164,420,1646,45,72
828,1245,47,9,1800,61,260,4
78,6,129,41,1383,266,29,4
8,4,154,12,1713,45,115,3
903,1148,11,35,12,34,39,10
50,1408,43,13,95,5,16,4
1399,4,6,8,2,1,7,2
2,1059,9,156,128,3286,21,468
4,410,72,39,438,301,47,13
652,1422,56,13,1342,1,38,2
4,511,19,102,850,1139,121,128
2610,1173,193,368,787,8287,27,1406
255,6,184,9,1798,2,55,5
333,561,15,42,267,38,53,9
684,528,7,27,2,206,5,3
324,4,33,9,137,2,10,4
1,6,6,11,4,2,8,48
981,1690,108,18,46,11,22,11
607,779,324,139,9893,1876,1644,361
1,3,5,5,1,2,3,1
795,2442,12,38,584,3,19,9
112,388,15,27,8,145,32,36
31,2362,97,30,307,151,30,8
3,10,47,26,3,32,20,6
3,3,4,4,2,1,11,1
6,1389,21,49,37,330,7,24
83,187,132,100,1727,1411,138,130
8,309,35,22,28,10,16,7
296,1716,99,83,796,402,38,64
2,234,6,171,2,1383,24,106
640,76,221,43,1435,59,75,2
354,1493,305,38,4036,390,273,9
40,139,40,4,1041,1,18,3
3896,332,119,34,1257,94,78,2
6,418,11,80,311,794,73,183
608,1278,275,48,2676,218,152,9
1039,899,11,6,16,16,15,46
2042,931,418,174,29228,3070,4240,366
18,1404,8,6,118,1,17,1
23,245,63,7,564,51,33,3
932,466,160,113,2031,3064,127,438
662,1743,150,15,912,4,43,7
25,2,70,25,165,50,20,6
123,1,14,8,1,1,13,6
1455,7,50,91,150,1091,27,26
1185,62,63,117,973,903,57,26
787,516,72,26,565,60,31,2
381,883,44,163,438,1388,41,108
323,199,25,97,845,324,70,31
427,2504,15,182,46,1032,33,107
1170,1351,91,101,381,631,28,58
4,8,39,55,53,338,50,3
211,983,97,26,1513,564,102,1
29,8,7,33,1,39,21,4
51,3,4,7,19,3,12,7
744,1,179,19,2040,2,120,9
1623,3,12,5,4,1,27,4
8,6,9,11,52,392,12,19
4221,837,119,120,1931,1742,186,240
1,1,271,8,5835,2,1257,19
9,781,219,71,2836,3519,335,525
290,2321,162,145,4558,500,347,41
297,12,49,88,445,2015,65,160
1,3,10,16,148,214,11,59
3,86,56,33,184,15,5,7
278,2949,67,165,475,671,72,80
3273,6,34,71,179,541,19,26
5,624,98,72,2255,634,133,6
3,730,33,152,158,1203,6,95
1729,127,38,42,201,321,30,23
177,6,1,60,3,194,6,5
1058,398,88,75,550,290,81,29
35,767,110,52,1926,202,175,63
262,4,43,11,142,1,23,1
3281,1167,150,68,2941,254,252,68
132,676,228,11,2283,6,199,12
9,4,60,65,805,156,108,6
1,3,23,86,313,215,31,5
577,5,7,73,191,661,20,76
1985,1636,30,44,258,328,26,9
82,30,204,65,1241,127,44,11
5,1725,48,18,718,52,40,1
3,1948,59,139,636,3262,93,472
236,1913,5,33,6,275,18,10
519,4,9,7,113,3,12,2
1,3948,42,120,216,765,17,79
5,5,8,48,1193,725,15,20
687,2,6,29,1,411,17,5
390,662,31,11,167,7,30,7
28,2,86,43,600,44,64,4
2,2,43,91,276,453,26,30
976,86,16,43,154,126,11,30
2,3,37,45,125,216,25,2
4365,2535,281,31,5019,329,320,11
691,6,41,8,232,1,17,4
9,398,64,5,333,1,11,5
5,563,18,61,51,688,73,21
245,3688,168,305,336,6070,74,1152
6,223,44,22,147,172,18,5
78,1667,6,176,49,1818,43,244
613,424,36,98,222,74,40,9
79,3014,82,43,215,296,41,8
1505,7,583,177,11194,2761,897,514
295,1,34,9,268,6,29,11
281,7,29,132,141,1732,30,88
4,494,67,70,1289,1488,38,185
191,632,63,84,323,515,6,8
4821,53,41,100,13,1757,9,260
768,766,145,123,699,2136,57,203
19,834,10,108,10,306,13,7
957,117,36,76,286,186,76,5
756,1530,36,179,286,2395,16,275
85,692,49,34,546,212,52,4
356,537,58,135,487,596,17,16
1107,7,52,104,632,699,66,57
3,5,47,4,900,5,161,6
251,44,51,167,351,2298,9,213
412,466,30,10,1,157,13,3
648,248,14,2,115,75,13,1
808,1328,13,18,1,451,26,59
530,1110,98,49,1449,538,75,27
2788,610,73,79,1288,718,218,103
398,401,21,12,7,6,12,7
3844,445,149,55,1111,40,22,6
2315,4,29,34,567,5,25,6
2,926,135,10,1021,28,61,8
790,1522,19,214,13,3957,30,1045
149,4,35,4,79,11,6,5
1974,515,86,124,1690,1401,309,104
288,1372,54,6,612,5,35,3
3902,623,146,3,2198,1,247,3
705,1704,125,28,785,493,71,26
1510,395,7,59,1,770,20,184
33,594,14,46,141,1404,67,353
14,973,66,124,2,983,30,144
3,136,53,30,757,831,43,80
2117,455,26,16,6,4,22,5
130,712,33,89,130,1661,29,114
486,1,221,44,1301,182,53,4
944,3,10,50,43,503,26,30
62,1212,54,7,289,14,14,5
1,941,8,31,2,177,11,1
148,1,46,11,123,5,13,3
2255,416,14,4,208,1,20,1
121,1,18,11,259,16,9,3
1,2,41,24,132,37,4,1
2,4,16,33,62,51,26,7
3,17,31,8,289,4,26,3
4,5,6,34,4,69,5,3
987,5,11,57,174,154,29,11
31,646,63,16,692,53,30,2
267,2398,64,20,245,1,43,24
1,1,1,42,196,217,9,2
1,1,51,21,408,2,23,3
1247,2471,20,12,2,147,11,5
53,1963,3,17,1,1,7,5
134,1,96,209,1666,1701,103,59
1,1,7,2,5,1,8,2
5,7,2,13,1,214,7,1
1421,12,99,30,253,226,30,10
54,272,92,39,240,271,31,2
2,1,7,7,1,35,12,1
1,3,1,4,1,1,3,1
513,368,90,3,1495,1,165,5
1942,201,24,43,26,280,14,7
1,645,31,7,251,3,18,5
103,616,76,10,687,2,54,4
248,173,5,6,6,3,8,1
81,793,200,129,5007,1209,314,120
3,3,100,57,2204,142,123,13
1,859,91,8,3408,31,333,4
158,2,31,31,334,4,69,2
64,892,71,42,1019,322,46,5
704,2,170,18,3313,96,164,7
202,1165,73,116,340,1457,17,148
6,125,73,79,973,586,72,82
1,1,4,38,2,233,5,12
955,3,11,49,87,582,24,6
2352,148,23,1,5,1,9,3
1,825,59,11,176,24,19,6
1,2,5,8,422,4,13,7
1262,407,9,20,170,66,14,1
2,1,82,12,1767,32,138,6
3,3,29,98,38,463,11,43
2,5,161,46,1240,6,96,9
1,4,37,17,177,205,20,14
1,1016,12,10,22,62,7,1
4,1,5,4,4,2,10,3
107,4,13,9,2,104,12,18
50,97,122,168,650,1745,36,18
1275,134,49,66,454,1049,49,4
2,1105,243,13,6909,5,1000,11
1,111,197,17,1724,22,60,4
30,2010,47,15,57,1,17,6
7,44,16,4,164,1,3,1
12,6,170,6,2873,1,181,9
709,5,60,7,115,2,21,4
3,1058,68,102,301,600,15,82
1,568,92,9,610,81,42,8
38,1112,42,40,1522,35,36,10
1,2757,84,40,1684,181,134,2
15,185,16,242,84,3578,10,566
1,3,4,12,157,1,15,4
1,944,1,6,2,6,9,6
3,1,82,33,218,234,12,25
303,590,34,41,145,242,45,36
1327,151,190,21,6751,43,906,12
758,167,107,22,1108,122,50,10
721,6,392,290,16038,5976,2181,996
289,2,201,111,595,765,33,40
23,4,6,61,2,188,8,2
371,1,12,566,129,8197,18,1441
3871,9,64,4,397,1,15,4
972,931,67,12,274,110,20,3
591,101,4,4,56,1,13,7
990,213,1,66,5,373,11,99
8,3,7,54,5,1804,20,413
6,2193,195,186,3845,745,333,104
44,1,5,72,3,345,20,25
4,3,106,62,1489,428,161,3
1405,416,21,33,219,146,3,1
3,5,13,1,152,1,6,2
1,19,57,4,7,2,23,1
62,1173,6,12,82,79,7,5
66,447,41,539,760,12753,13,1408
1290,5,57,11,184,3,12,32
23,2787,22,4,4,3,9,1
38,746,49,48,500,798,43,161
942,2,17,25,4,320,9,44
3,430,47,71,173,140,41,6
945,811,2,5,1,140,3,1
1393,198,71,30,302,4,12,5
1749,2,8,33,4,92,18,3
22,1,18,3,470,10,38,2
3,440,367,70,4284,610,262,114
183,463,8,5,4,89,14,4
4,1,6,4,1,1,11,1
1,1,3,2,1,3,8,1
324,4,9,13,1,36,20,6
1,2,6,10,1,1,2,1
2,2,84,5,2605,21,168,11
1,683,26,18,686,92,30,5
2,528,151,72,1795,410,49,56
26,969,23,242,481,3287,26,415
836,1533,30,23,108,97,4,2
1,193,9,5,220,3,19,2
1179,1447,66,29,1105,51,83,5
100,8,42,357,188,3718,30,344
3590,1665,435,84,8754,237,1004,55
4,84,114,83,1416,1623,92,327
1363,5,87,171,974,2032,82,618
2068,761,11,152,7,1830,13,387
1197,735,131,16,182,2,39,4
7376,1402,59,108,661,797,39,138
11,6,26,84,447,497,32,71
737,2795,7,67,3,107,11,5
1,830,14,36,408,2,7,1
887,734,41,86,22,405,10,22
748,293,196,18,2427,4,139,6
870,1500,29,63,1147,224,99,3
3,1597,29,80,78,756,21,181
1,141,175,10,1525,217,68,45
16,469,296,17,6470,220,933,16
1491,349,234,28,1333,25,126,24
2,1571,214,6,1632,1,43,5
436,1478,57,17,169,1,47,9
2,233,183,164,5658,1378,813,135
2,888,125,17,3593,8,570,29
625,5,140,3,1680,1,127,3
6579,5813,277,322,7834,3741,832,588
129,124,130,20,1035,6,60,6
6147,1129,15,33,20,75,11,4
56,46,25,59,138,299,8,6
611,1722,9,48,3,35,19,56
565,1625,94,35,1020,187,95,7
1231,268,40,197,550,989,38,110
28,754,112,230,912,1677,81,182
5,9,118,89,2445,118,143,7
4,10,49,7,155,1,18,8
517,35,134,93,1520,244,54,144
2290,694,196,36,650,7,64,9
204,4,54,18,225,2,52,4
41,6,8,31,4,44,17,13
2028,7,237,143,3096,801,439,74
1689,13,135,62,1244,784,136,42
1,5,6,9,2,1,14,3
2456,9,64,17,207,99,42,7
217,1173,78,12,1028,2,58,3
647,484,112,157,1282,3533,89,278
2,325,10,55,57,583,9,91
499,2635,36,52,20,255,21,5
381,234,17,65,84,1074,14,218
431,1419,45,93,434,817,46,96
3420,81,14,24,307,2,21,10
2,2,67,168,12,1022,28,451
774,1349,130,90,1187,765,97,46
10,8,31,38,843,32,63,6
1194,4,48,9,425,1,13,3
5,399,21,32,158,188,57,5
1293,989,69,18,500,3,61,9
6,1,3,40,3,55,14,27
36,29,3,85,203,213,14,17
15575,14,242,453,3629,2614,176,371
6,1412,71,38,405,232,8,2
743,1867,111,98,942,482,63,19
19,1917,60,23,3188,79,574,7
554,1,108,177,1002,1782,189,321
3826,1665,480,49,7784,527,1020,51
130,1313,81,45,178,216,26,5
546,1718,94,138,603,2178,100,483
639,241,13,8,7,1,10,5
2,3,48,10,134,308,21,16
1,3,4,60,369,62,11,6
1,1,17,21,37,362,16,90
1196,2211,21,27,212,18,24,17
3380,8,14,63,91,262,19,3
157,544,7,75,63,703,11,54
272,125,14,66,6,158,14,10
3,966,27,15,2,4,13,2
1,242,9,25,1,2,14,5
51,2199,196,95,3118,1210,259,189
1,1097,26,54,2,369,16,109
1401,1034,8,161,8,1511,15,144
9735,1589,108,120,1187,534,72,3
1,967,161,74,3727,281,365,6
83,2,120,109,399,113,42,16
384,5,22,8,11,2,11,10
1,3,18,10,30,1,9,1
675,310,12,4,2,1,6,1
172,1122,7,24,1,28,15,6
8,1067,6,24,2,215,33,9
129,254,150,68,298,5,30,5
615,9,15,46,1,510,14,69
2,705,106,37,648,165,75,10
5,1084,82,24,233,230,15,19
385,1728,139,118,1529,684,99,104
1,167,3,17,1,2,9,1
53,293,88,36,1043,138,131,9
132,638,143,81,2586,353,100,10
706,754,457,87,6882,179,668,19
3,9,37,41,59,49,14,6
3,4,55,227,252,1780,19,233
775,71,57,19,238,25,32,3
47,439,6,302,2,1187,1,1
1528,3838,189,57,2324,30,275,34
4769,1044,71,102,450,531,5,3
2413,998,320,173,6913,633,704,94
646,1258,117,35,1927,139,100,9
168,1910,141,103,2357,2470,288,652
1091,6,24,9,251,2,37,8
181,1349,17,44,136,672,24,10
1,2,8,77,2,702,12,59
86,2,21,13,136,26,23,13
250,1069,75,147,281,1028,54,119
2,162,144,24,1381,5,163,17
1,3,114,80,747,287,98,12
242,1,13,7,48,2,7,1
463,9,115,47,911,1363,62,89
187,13,65,192,1260,4971,42,1093
631,480,94,27,1120,117,56,8
1265,245,139,59,2299,58,104,5
3,2,6,16,4,1,14,11
569,1464,97,97,820,1273,60,65
9,6,287,132,3202,2724,327,835
913,725,97,134,317,1230,16,321
21,9,77,38,688,119,45,10
688,157,118,159,406,1041,31,67
4,88,17,33,504,36,17,6
54,1823,84,62,1330,168,63,11
6,59,91,52,307,67,31,96
3040,8,171,90,4313,507,310,88
619,2493,4,152,1,5426,8,795
255,1311,148,264,4617,3366,250,300
68,3156,71,61,811,818,34,261
62,2077,97,80,917,141,68,26
287,1761,346,111,5456,2004,429,322
452,2133,242,99,3099,867,231,47
7,511,109,32,1006,158,39,7
3,4,57,13,337,25,27,11
279,1369,139,126,996,1950,71,241
347,185,202,104,1709,1372,239,158
214,870,30,138,400,1171,30,48
203,66,329,253,2034,3105,201,311
1638,1823,398,20,10789,7,1019,16
4,1193,40,33,11,188,12,13
1017,172,206,113,1613,998,133,99
1568,1768,180,229,1575,4102,152,414
1,5,95,43,1317,71,195,4
45,8,33,24,18,183,20,12
626,141,9,18,328,338,27,6
236,6,163,213,5491,1986,701,173
11,1617,12,78,13,652,14,75
993,4,16,149,6,1502,31,192
3,15,179,143,3191,1574,437,166
1,3,74,17,688,6,21,12
14,361,136,85,1081,684,78,61
716,1374,80,158,448,864,49,70
2,12,44,68,586,367,41,39
4,3,25,21,147,79,15,12
1226,104,177,249,4267,3005,538,222
1579,8,77,138,837,930,72,106
1176,3,78,43,1595,153,209,6
496,2721,163,225,3317,3985,154,669
1494,1430,118,32,1762,240,119,29
77,357,94,57,344,188,59,14
161,1485,13,31,161,161,24,4
52,330,20,42,54,492,10,2
1698,723,175,192,1399,1618,94,116
2,2321,83,58,994,339,92,12
193,548,50,36,473,40,35,9
17,189,91,27,518,39,73,17
1,1,54,8,368,2,19,4
611,4453,86,453,3150,8780,376,1061
45,1634,90,29,800,571,35,20
